date,year,month,quarter,state_name,state_abbr,cpi_value,source,data_type
2025-06-01,2025,6,Q2,Kentucky,KY,321.8906361273105,National_Estimate_BLS_API,Estimated
2025-07-01,2025,7,Q3,Kentucky,KY,323.4314683555584,National_Estimate_BLS_API,Estimated
2023-01-01,2023,1,Q1,Louisiana,LA,299.1892168815017,National_Estimate_BLS_API,Estimated
2023-02-01,2023,2,Q1,Louisiana,LA,300.61876196919246,National_Estimate_BLS_API,Estimated
2023-03-01,2023,3,Q1,Louisiana,LA,300.70310849457843,National_Estimate_BLS_API,Estimated
2023-04-01,2023,4,Q2,Louisiana,LA,303.18909601023444,National_Estimate_BLS_API,Estimated
2023-05-01,2023,5,Q2,Louisiana,LA,304.7920827160549,National_Estimate_BLS_API,Estimated
2023-06-01,2023,6,Q2,Louisiana,LA,305.0594431452293,National_Estimate_BLS_API,Estimated
2023-07-01,2023,7,Q3,Louisiana,LA,305.80924494549345,National_Estimate_BLS_API,Estimated
2023-08-01,2023,8,Q3,Louisiana,LA,306.5191588158901,National_Estimate_BLS_API,Estimated
2023-09-01,2023,9,Q3,Louisiana,LA,308.3692673565125,National_Estimate_BLS_API,Estimated
2023-10-01,2023,10,Q4,Louisiana,LA,306.97561395235715,National_Estimate_BLS_API,Estimated
2023-11-01,2023,11,Q4,Louisiana,LA,307.0255673126752,National_Estimate_BLS_API,Estimated
2023-12-01,2023,12,Q4,Louisiana,LA,306.63068774180243,National_Estimate_BLS_API,Estimated
2024-01-01,2024,1,Q1,Louisiana,LA,307.7044264171124,National_Estimate_BLS_API,Estimated
2024-02-01,2024,2,Q1,Louisiana,LA,310.61868846594524,National_Estimate_BLS_API,Estimated
2024-03-01,2024,3,Q1,Louisiana,LA,312.1457687927379,National_Estimate_BLS_API,Estimated
2024-04-01,2024,4,Q2,Louisiana,LA,313.0952712718933,National_Estimate_BLS_API,Estimated
2024-05-01,2024,5,Q2,Louisiana,LA,313.811964538062,National_Estimate_BLS_API,Estimated
2024-06-01,2024,6,Q2,Louisiana,LA,314.3657660923306,National_Estimate_BLS_API,Estimated
2024-07-01,2024,7,Q3,Louisiana,LA,314.5826630383452,National_Estimate_BLS_API,Estimated
2024-08-01,2024,8,Q3,Louisiana,LA,314.7231291426749,National_Estimate_BLS_API,Estimated
2024-09-01,2024,9,Q3,Louisiana,LA,315.3081326374056,National_Estimate_BLS_API,Estimated
2024-10-01,2024,10,Q4,Louisiana,LA,316.78966920494383,National_Estimate_BLS_API,Estimated
2024-11-01,2024,11,Q4,Louisiana,LA,316.17245792427127,National_Estimate_BLS_API,Estimated
2024-12-01,2024,12,Q4,Louisiana,LA,315.7810856948851,National_Estimate_BLS_API,Estimated
2025-01-01,2025,1,Q1,Louisiana,LA,317.988467117252,National_Estimate_BLS_API,Estimated
2025-02-01,2025,2,Q1,Louisiana,LA,319.65593269619137,National_Estimate_BLS_API,Estimated
2025-03-01,2025,3,Q1,Louisiana,LA,319.9362144416397,National_Estimate_BLS_API,Estimated
2025-04-01,2025,4,Q2,Louisiana,LA,319.97559736409767,National_Estimate_BLS_API,Estimated
2025-05-01,2025,5,Q2,Louisiana,LA,321.13118456797827,National_Estimate_BLS_API,Estimated
2025-06-01,2025,6,Q2,Louisiana,LA,322.9206178697058,National_Estimate_BLS_API,Estimated
2025-07-01,2025,7,Q3,Louisiana,LA,322.54767753031626,National_Estimate_BLS_API,Estimated
2023-01-01,2023,1,Q1,Maine,ME,299.08971333981407,National_Estimate_BLS_API,Estimated
2023-02-01,2023,2,Q1,Maine,ME,301.0815777036662,National_Estimate_BLS_API,Estimated
2023-03-01,2023,3,Q1,Maine,ME,302.64009787437806,National_Estimate_BLS_API,Estimated
2023-04-01,2023,4,Q2,Maine,ME,303.1223329962366,National_Estimate_BLS_API,Estimated
2023-05-01,2023,5,Q2,Maine,ME,304.30216419926745,National_Estimate_BLS_API,Estimated
2023-06-01,2023,6,Q2,Maine,ME,304.72504772584983,National_Estimate_BLS_API,Estimated
2023-07-01,2023,7,Q3,Maine,ME,304.90625875012853,National_Estimate_BLS_API,Estimated
2023-08-01,2023,8,Q3,Maine,ME,306.49090163447596,National_Estimate_BLS_API,Estimated
2023-09-01,2023,9,Q3,Maine,ME,308.2410641798613,National_Estimate_BLS_API,Estimated
2023-10-01,2023,10,Q4,Maine,ME,307.58323297017307,National_Estimate_BLS_API,Estimated
2023-11-01,2023,11,Q4,Maine,ME,308.27288967959225,National_Estimate_BLS_API,Estimated
2023-12-01,2023,12,Q4,Maine,ME,306.7780362672889,National_Estimate_BLS_API,Estimated
2024-01-01,2024,1,Q1,Maine,ME,308.2139547075323,National_Estimate_BLS_API,Estimated
2024-02-01,2024,2,Q1,Maine,ME,310.47181505708113,National_Estimate_BLS_API,Estimated
2024-03-01,2024,3,Q1,Maine,ME,312.3899911916056,National_Estimate_BLS_API,Estimated
2024-04-01,2024,4,Q2,Maine,ME,313.2825556006354,National_Estimate_BLS_API,Estimated
2024-05-01,2024,5,Q2,Maine,ME,314.91798730696536,National_Estimate_BLS_API,Estimated
2024-06-01,2024,6,Q2,Maine,ME,313.16250721147367,National_Estimate_BLS_API,Estimated
2024-07-01,2024,7,Q3,Maine,ME,314.35531443556624,National_Estimate_BLS_API,Estimated
2024-08-01,2024,8,Q3,Maine,ME,315.15649725383116,National_Estimate_BLS_API,Estimated
2024-09-01,2024,9,Q3,Maine,ME,314.7514573072503,National_Estimate_BLS_API,Estimated
2024-10-01,2024,10,Q4,Maine,ME,315.4604663331401,National_Estimate_BLS_API,Estimated
2024-11-01,2024,11,Q4,Maine,ME,315.9578079192085,National_Estimate_BLS_API,Estimated
2024-12-01,2024,12,Q4,Maine,ME,315.3636886813533,National_Estimate_BLS_API,Estimated
2025-01-01,2025,1,Q1,Maine,ME,317.54683102650176,National_Estimate_BLS_API,Estimated
2025-02-01,2025,2,Q1,Maine,ME,319.2239448128815,National_Estimate_BLS_API,Estimated
2025-03-01,2025,3,Q1,Maine,ME,319.43379814007886,National_Estimate_BLS_API,Estimated
2025-04-01,2025,4,Q2,Maine,ME,321.107924305038,National_Estimate_BLS_API,Estimated
2025-05-01,2025,5,Q2,Maine,ME,320.91091142932135,National_Estimate_BLS_API,Estimated
2025-06-01,2025,6,Q2,Maine,ME,323.0443056449752,National_Estimate_BLS_API,Estimated
2025-07-01,2025,7,Q3,Maine,ME,323.06300769411126,National_Estimate_BLS_API,Estimated
2023-01-01,2023,1,Q1,Maryland,MD,298.2742442208627,National_Estimate_BLS_API,Estimated
2023-02-01,2023,2,Q1,Maryland,MD,301.061159158314,National_Estimate_BLS_API,Estimated
2023-03-01,2023,3,Q1,Maryland,MD,302.72591219904047,National_Estimate_BLS_API,Estimated
2023-04-01,2023,4,Q2,Maryland,MD,302.67534698812665,National_Estimate_BLS_API,Estimated
2023-05-01,2023,5,Q2,Maryland,MD,304.3394878436123,National_Estimate_BLS_API,Estimated
2023-06-01,2023,6,Q2,Maryland,MD,305.7708056192437,National_Estimate_BLS_API,Estimated
2023-07-01,2023,7,Q3,Maryland,MD,305.87360983330706,National_Estimate_BLS_API,Estimated
2023-08-01,2023,8,Q3,Maryland,MD,307.2770253191128,National_Estimate_BLS_API,Estimated
2023-09-01,2023,9,Q3,Maryland,MD,308.532098855571,National_Estimate_BLS_API,Estimated
2023-10-01,2023,10,Q4,Maryland,MD,307.4882916349791,National_Estimate_BLS_API,Estimated
2023-11-01,2023,11,Q4,Maryland,MD,307.22329666781224,National_Estimate_BLS_API,Estimated
2023-12-01,2023,12,Q4,Maryland,MD,306.03653897181994,National_Estimate_BLS_API,Estimated
2024-01-01,2024,1,Q1,Maryland,MD,308.6646507899122,National_Estimate_BLS_API,Estimated
2024-02-01,2024,2,Q1,Maryland,MD,310.23613642157903,National_Estimate_BLS_API,Estimated
2024-03-01,2024,3,Q1,Maryland,MD,312.5597746223133,National_Estimate_BLS_API,Estimated
2024-04-01,2024,4,Q2,Maryland,MD,314.22178006384723,National_Estimate_BLS_API,Estimated
2024-05-01,2024,5,Q2,Maryland,MD,313.8122263723034,National_Estimate_BLS_API,Estimated
2024-06-01,2024,6,Q2,Maryland,MD,314.09261046465355,National_Estimate_BLS_API,Estimated
2024-07-01,2024,7,Q3,Maryland,MD,314.1067142917449,National_Estimate_BLS_API,Estimated
2024-08-01,2024,8,Q3,Maryland,MD,315.2330499307713,National_Estimate_BLS_API,Estimated
2024-09-01,2024,9,Q3,Maryland,MD,315.8789200106606,National_Estimate_BLS_API,Estimated
2024-10-01,2024,10,Q4,Maryland,MD,315.5177430901555,National_Estimate_BLS_API,Estimated
2024-11-01,2024,11,Q4,Maryland,MD,316.0785822267712,National_Estimate_BLS_API,Estimated
2024-12-01,2024,12,Q4,Maryland,MD,315.86677201212206,National_Estimate_BLS_API,Estimated
2025-01-01,2025,1,Q1,Maryland,MD,318.3298110294123,National_Estimate_BLS_API,Estimated
2025-02-01,2025,2,Q1,Maryland,MD,317.88944495807897,National_Estimate_BLS_API,Estimated
2025-03-01,2025,3,Q1,Maryland,MD,319.52875978838557,National_Estimate_BLS_API,Estimated
2025-04-01,2025,4,Q2,Maryland,MD,320.76528430101115,National_Estimate_BLS_API,Estimated
2025-05-01,2025,5,Q2,Maryland,MD,321.67047640865695,National_Estimate_BLS_API,Estimated
2025-06-01,2025,6,Q2,Maryland,MD,322.5257136170677,National_Estimate_BLS_API,Estimated
2025-07-01,2025,7,Q3,Maryland,MD,322.77384642539437,National_Estimate_BLS_API,Estimated
2023-01-01,2023,1,Q1,Massachusetts,MA,299.43185946619394,National_Estimate_BLS_API,Estimated
2023-02-01,2023,2,Q1,Massachusetts,MA,301.40508089458746,National_Estimate_BLS_API,Estimated
2023-03-01,2023,3,Q1,Massachusetts,MA,301.5513743907656,National_Estimate_BLS_API,Estimated
2023-04-01,2023,4,Q2,Massachusetts,MA,303.4973931222638,National_Estimate_BLS_API,Estimated
2023-05-01,2023,5,Q2,Massachusetts,MA,304.5236282271503,National_Estimate_BLS_API,Estimated
2023-06-01,2023,6,Q2,Massachusetts,MA,305.6825858039833,National_Estimate_BLS_API,Estimated
2023-07-01,2023,7,Q3,Massachusetts,MA,305.9378969323289,National_Estimate_BLS_API,Estimated
2023-08-01,2023,8,Q3,Massachusetts,MA,307.1117981654653,National_Estimate_BLS_API,Estimated
2023-09-01,2023,9,Q3,Massachusetts,MA,307.4774601955488,National_Estimate_BLS_API,Estimated
2023-10-01,2023,10,Q4,Massachusetts,MA,307.8534849030152,National_Estimate_BLS_API,Estimated
2023-11-01,2023,11,Q4,Massachusetts,MA,306.3419024466817,National_Estimate_BLS_API,Estimated
2023-12-01,2023,12,Q4,Massachusetts,MA,306.2446058317161,National_Estimate_BLS_API,Estimated
2024-01-01,2024,1,Q1,Massachusetts,MA,308.4629111688651,National_Estimate_BLS_API,Estimated
2024-02-01,2024,2,Q1,Massachusetts,MA,310.5467079339949,National_Estimate_BLS_API,Estimated
2024-03-01,2024,3,Q1,Massachusetts,MA,312.67816003761584,National_Estimate_BLS_API,Estimated
2024-04-01,2024,4,Q2,Massachusetts,MA,313.47329464188033,National_Estimate_BLS_API,Estimated
2024-05-01,2024,5,Q2,Massachusetts,MA,313.7519110073364,National_Estimate_BLS_API,Estimated
2024-06-01,2024,6,Q2,Massachusetts,MA,314.2481907684542,National_Estimate_BLS_API,Estimated
2024-07-01,2024,7,Q3,Massachusetts,MA,314.91723610637075,National_Estimate_BLS_API,Estimated
2024-08-01,2024,8,Q3,Massachusetts,MA,314.7076840817376,National_Estimate_BLS_API,Estimated
2024-09-01,2024,9,Q3,Massachusetts,MA,315.2434481383458,National_Estimate_BLS_API,Estimated
2024-10-01,2024,10,Q4,Massachusetts,MA,315.95783804311776,National_Estimate_BLS_API,Estimated
2024-11-01,2024,11,Q4,Massachusetts,MA,315.98931525226254,National_Estimate_BLS_API,Estimated
2024-12-01,2024,12,Q4,Massachusetts,MA,315.9700588265808,National_Estimate_BLS_API,Estimated
2025-01-01,2025,1,Q1,Massachusetts,MA,317.2578259311151,National_Estimate_BLS_API,Estimated
2025-02-01,2025,2,Q1,Massachusetts,MA,319.1908838736817,National_Estimate_BLS_API,Estimated
2025-03-01,2025,3,Q1,Massachusetts,MA,319.7841082413365,National_Estimate_BLS_API,Estimated
2025-04-01,2025,4,Q2,Massachusetts,MA,320.87893556186407,National_Estimate_BLS_API,Estimated
2025-05-01,2025,5,Q2,Massachusetts,MA,321.1518259490352,National_Estimate_BLS_API,Estimated
2025-06-01,2025,6,Q2,Massachusetts,MA,322.26775709752525,National_Estimate_BLS_API,Estimated
2025-07-01,2025,7,Q3,Massachusetts,MA,322.50307828954897,National_Estimate_BLS_API,Estimated
2023-01-01,2023,1,Q1,Michigan,MI,299.6145425298703,National_Estimate_BLS_API,Estimated
2023-02-01,2023,2,Q1,Michigan,MI,301.4030436066792,National_Estimate_BLS_API,Estimated
2023-03-01,2023,3,Q1,Michigan,MI,302.77074782946886,National_Estimate_BLS_API,Estimated
2023-04-01,2023,4,Q2,Michigan,MI,303.28537195385854,National_Estimate_BLS_API,Estimated
2023-05-01,2023,5,Q2,Michigan,MI,304.63988921812097,National_Estimate_BLS_API,Estimated
2023-06-01,2023,6,Q2,Michigan,MI,305.0772826669029,National_Estimate_BLS_API,Estimated
2023-07-01,2023,7,Q3,Michigan,MI,305.59147850391207,National_Estimate_BLS_API,Estimated
2023-08-01,2023,8,Q3,Michigan,MI,307.3617323553574,National_Estimate_BLS_API,Estimated
2023-09-01,2023,9,Q3,Michigan,MI,307.9288638019746,National_Estimate_BLS_API,Estimated
2023-10-01,2023,10,Q4,Michigan,MI,307.110164771418,National_Estimate_BLS_API,Estimated
2023-11-01,2023,11,Q4,Michigan,MI,306.93631140728127,National_Estimate_BLS_API,Estimated
2023-12-01,2023,12,Q4,Michigan,MI,306.95966042139344,National_Estimate_BLS_API,Estimated
2024-01-01,2024,1,Q1,Michigan,MI,307.85508827827,National_Estimate_BLS_API,Estimated
2024-02-01,2024,2,Q1,Michigan,MI,309.4885086647898,National_Estimate_BLS_API,Estimated
2024-03-01,2024,3,Q1,Michigan,MI,312.2587929198221,National_Estimate_BLS_API,Estimated
2024-04-01,2024,4,Q2,Michigan,MI,313.6343248443056,National_Estimate_BLS_API,Estimated
2024-05-01,2024,5,Q2,Michigan,MI,313.8766660936385,National_Estimate_BLS_API,Estimated
2024-06-01,2024,6,Q2,Michigan,MI,314.5619578403952,National_Estimate_BLS_API,Estimated
2024-07-01,2024,7,Q3,Michigan,MI,314.73816495973324,National_Estimate_BLS_API,Estimated
2024-08-01,2024,8,Q3,Michigan,MI,314.42383970092646,National_Estimate_BLS_API,Estimated
2024-09-01,2024,9,Q3,Michigan,MI,316.00283718638883,National_Estimate_BLS_API,Estimated
2024-10-01,2024,10,Q4,Michigan,MI,315.7143517576335,National_Estimate_BLS_API,Estimated
2024-11-01,2024,11,Q4,Michigan,MI,314.7575564885263,National_Estimate_BLS_API,Estimated
2024-12-01,2024,12,Q4,Michigan,MI,316.10108149074125,National_Estimate_BLS_API,Estimated
2025-01-01,2025,1,Q1,Michigan,MI,317.33078100714357,National_Estimate_BLS_API,Estimated
2025-02-01,2025,2,Q1,Michigan,MI,319.21020067119724,National_Estimate_BLS_API,Estimated
2025-03-01,2025,3,Q1,Michigan,MI,319.6766213944406,National_Estimate_BLS_API,Estimated
2025-04-01,2025,4,Q2,Michigan,MI,321.5999822899487,National_Estimate_BLS_API,Estimated
2025-05-01,2025,5,Q2,Michigan,MI,320.940279439553,National_Estimate_BLS_API,Estimated
2025-06-01,2025,6,Q2,Michigan,MI,322.941020882337,National_Estimate_BLS_API,Estimated
2025-07-01,2025,7,Q3,Michigan,MI,323.5611068375176,National_Estimate_BLS_API,Estimated
2023-01-01,2023,1,Q1,Minnesota,MN,298.2993637962265,National_Estimate_BLS_API,Estimated
2023-02-01,2023,2,Q1,Minnesota,MN,300.1524707871059,National_Estimate_BLS_API,Estimated
2023-03-01,2023,3,Q1,Minnesota,MN,301.0249536958311,National_Estimate_BLS_API,Estimated
2023-04-01,2023,4,Q2,Minnesota,MN,304.3308908061446,National_Estimate_BLS_API,Estimated
2023-05-01,2023,5,Q2,Minnesota,MN,303.8689186593039,National_Estimate_BLS_API,Estimated
2023-06-01,2023,6,Q2,Minnesota,MN,304.58748089500324,National_Estimate_BLS_API,Estimated
2023-07-01,2023,7,Q3,Minnesota,MN,305.3861154180926,National_Estimate_BLS_API,Estimated
2023-08-01,2023,8,Q3,Minnesota,MN,307.68934596914204,National_Estimate_BLS_API,Estimated
2023-09-01,2023,9,Q3,Minnesota,MN,307.3767421862066,National_Estimate_BLS_API,Estimated
2023-10-01,2023,10,Q4,Minnesota,MN,308.1812892336091,National_Estimate_BLS_API,Estimated
2023-11-01,2023,11,Q4,Minnesota,MN,306.45744589538305,National_Estimate_BLS_API,Estimated
2023-12-01,2023,12,Q4,Minnesota,MN,306.5666447468169,National_Estimate_BLS_API,Estimated
2024-01-01,2024,1,Q1,Minnesota,MN,309.50319636042076,National_Estimate_BLS_API,Estimated
2024-02-01,2024,2,Q1,Minnesota,MN,309.89791167132523,National_Estimate_BLS_API,Estimated
2024-03-01,2024,3,Q1,Minnesota,MN,312.918794751769,National_Estimate_BLS_API,Estimated
2024-04-01,2024,4,Q2,Minnesota,MN,313.89925949150097,National_Estimate_BLS_API,Estimated
2024-05-01,2024,5,Q2,Minnesota,MN,313.94548164547507,National_Estimate_BLS_API,Estimated
2024-06-01,2024,6,Q2,Minnesota,MN,313.4779743330305,National_Estimate_BLS_API,Estimated
2024-07-01,2024,7,Q3,Minnesota,MN,313.0964212384112,National_Estimate_BLS_API,Estimated
2024-08-01,2024,8,Q3,Minnesota,MN,314.84421872953607,National_Estimate_BLS_API,Estimated
2024-09-01,2024,9,Q3,Minnesota,MN,315.3832016326552,National_Estimate_BLS_API,Estimated
2024-10-01,2024,10,Q4,Minnesota,MN,316.45466203552195,National_Estimate_BLS_API,Estimated
2024-11-01,2024,11,Q4,Minnesota,MN,314.9430405977427,National_Estimate_BLS_API,Estimated
2024-12-01,2024,12,Q4,Minnesota,MN,315.76799444664766,National_Estimate_BLS_API,Estimated
2025-01-01,2025,1,Q1,Minnesota,MN,318.1959250973302,National_Estimate_BLS_API,Estimated
2025-02-01,2025,2,Q1,Minnesota,MN,319.63139665894505,National_Estimate_BLS_API,Estimated
2025-03-01,2025,3,Q1,Minnesota,MN,319.74479998320817,National_Estimate_BLS_API,Estimated
2025-04-01,2025,4,Q2,Minnesota,MN,321.4315760780475,National_Estimate_BLS_API,Estimated
2025-05-01,2025,5,Q2,Minnesota,MN,322.3326944611307,National_Estimate_BLS_API,Estimated
2025-06-01,2025,6,Q2,Minnesota,MN,322.9020453522467,National_Estimate_BLS_API,Estimated
2025-07-01,2025,7,Q3,Minnesota,MN,323.0250160062494,National_Estimate_BLS_API,Estimated
2023-01-01,2023,1,Q1,Mississippi,MS,299.0846391746383,National_Estimate_BLS_API,Estimated
2023-02-01,2023,2,Q1,Mississippi,MS,300.8883387817918,National_Estimate_BLS_API,Estimated
2023-03-01,2023,3,Q1,Mississippi,MS,301.85815179268667,National_Estimate_BLS_API,Estimated
2023-04-01,2023,4,Q2,Mississippi,MS,303.42605006244753,National_Estimate_BLS_API,Estimated
2023-05-01,2023,5,Q2,Mississippi,MS,304.12541856092906,National_Estimate_BLS_API,Estimated
2023-06-01,2023,6,Q2,Mississippi,MS,304.59603386208414,National_Estimate_BLS_API,Estimated
2023-07-01,2023,7,Q3,Mississippi,MS,305.73002648081757,National_Estimate_BLS_API,Estimated
2023-08-01,2023,8,Q3,Mississippi,MS,306.57827363359604,National_Estimate_BLS_API,Estimated
2023-09-01,2023,9,Q3,Mississippi,MS,307.68707641608273,National_Estimate_BLS_API,Estimated
2023-10-01,2023,10,Q4,Mississippi,MS,307.1634778144133,National_Estimate_BLS_API,Estimated
2023-11-01,2023,11,Q4,Mississippi,MS,306.3328900538553,National_Estimate_BLS_API,Estimated
2023-12-01,2023,12,Q4,Mississippi,MS,306.07038705244764,National_Estimate_BLS_API,Estimated
2024-01-01,2024,1,Q1,Mississippi,MS,308.2214702010259,National_Estimate_BLS_API,Estimated
2024-02-01,2024,2,Q1,Mississippi,MS,311.9920039179811,National_Estimate_BLS_API,Estimated
2024-03-01,2024,3,Q1,Mississippi,MS,312.06995307405464,National_Estimate_BLS_API,Estimated
2024-04-01,2024,4,Q2,Mississippi,MS,313.0275615926456,National_Estimate_BLS_API,Estimated
2024-05-01,2024,5,Q2,Mississippi,MS,314.95864949732146,National_Estimate_BLS_API,Estimated
2024-06-01,2024,6,Q2,Mississippi,MS,314.63072249774723,National_Estimate_BLS_API,Estimated
2024-07-01,2024,7,Q3,Mississippi,MS,315.25175062911444,National_Estimate_BLS_API,Estimated
2024-08-01,2024,8,Q3,Mississippi,MS,314.60058031888263,National_Estimate_BLS_API,Estimated
2024-09-01,2024,9,Q3,Mississippi,MS,315.32343298239715,National_Estimate_BLS_API,Estimated
2024-10-01,2024,10,Q4,Mississippi,MS,316.04316669818945,National_Estimate_BLS_API,Estimated
2024-11-01,2024,11,Q4,Mississippi,MS,315.1837214765214,National_Estimate_BLS_API,Estimated
2024-12-01,2024,12,Q4,Mississippi,MS,315.9230516218053,National_Estimate_BLS_API,Estimated
2025-01-01,2025,1,Q1,Mississippi,MS,317.34904035187714,National_Estimate_BLS_API,Estimated
2025-02-01,2025,2,Q1,Mississippi,MS,319.4982645310741,National_Estimate_BLS_API,Estimated
2025-03-01,2025,3,Q1,Mississippi,MS,320.2359738340529,National_Estimate_BLS_API,Estimated
2025-04-01,2025,4,Q2,Mississippi,MS,320.337634423805,National_Estimate_BLS_API,Estimated
2025-05-01,2025,5,Q2,Mississippi,MS,321.8135295041374,National_Estimate_BLS_API,Estimated
2025-06-01,2025,6,Q2,Mississippi,MS,322.3784317300212,National_Estimate_BLS_API,Estimated
2025-07-01,2025,7,Q3,Mississippi,MS,322.70486911034396,National_Estimate_BLS_API,Estimated
2023-01-01,2023,1,Q1,Missouri,MO,299.782521333901,National_Estimate_BLS_API,Estimated
2023-02-01,2023,2,Q1,Missouri,MO,300.56755799990015,National_Estimate_BLS_API,Estimated
2023-03-01,2023,3,Q1,Missouri,MO,301.2366560326884,National_Estimate_BLS_API,Estimated
2023-04-01,2023,4,Q2,Missouri,MO,303.89465874931767,National_Estimate_BLS_API,Estimated
2023-05-01,2023,5,Q2,Missouri,MO,304.11014356639794,National_Estimate_BLS_API,Estimated
2023-06-01,2023,6,Q2,Missouri,MO,305.784892207986,National_Estimate_BLS_API,Estimated
2023-07-01,2023,7,Q3,Missouri,MO,306.6518616767864,National_Estimate_BLS_API,Estimated
2023-08-01,2023,8,Q3,Missouri,MO,307.5335085538724,National_Estimate_BLS_API,Estimated
2023-09-01,2023,9,Q3,Missouri,MO,308.4610716540114,National_Estimate_BLS_API,Estimated
2023-10-01,2023,10,Q4,Missouri,MO,307.37945572669054,National_Estimate_BLS_API,Estimated
2023-11-01,2023,11,Q4,Missouri,MO,306.72863119764406,National_Estimate_BLS_API,Estimated
2023-12-01,2023,12,Q4,Missouri,MO,306.6270014359751,National_Estimate_BLS_API,Estimated
2024-01-01,2024,1,Q1,Missouri,MO,307.6489887159983,National_Estimate_BLS_API,Estimated
2024-02-01,2024,2,Q1,Missouri,MO,310.08869507750944,National_Estimate_BLS_API,Estimated
2024-03-01,2024,3,Q1,Missouri,MO,312.47327524083255,National_Estimate_BLS_API,Estimated
2024-04-01,2024,4,Q2,Missouri,MO,313.78455642972546,National_Estimate_BLS_API,Estimated
2024-05-01,2024,5,Q2,Missouri,MO,314.2492384071998,National_Estimate_BLS_API,Estimated
2024-06-01,2024,6,Q2,Missouri,MO,313.2486591402909,National_Estimate_BLS_API,Estimated
2024-07-01,2024,7,Q3,Missouri,MO,314.5715390854571,National_Estimate_BLS_API,Estimated
2024-08-01,2024,8,Q3,Missouri,MO,313.60682141853647,National_Estimate_BLS_API,Estimated
2024-09-01,2024,9,Q3,Missouri,MO,314.209717377473,National_Estimate_BLS_API,Estimated
2024-10-01,2024,10,Q4,Missouri,MO,317.1036533307082,National_Estimate_BLS_API,Estimated
2024-11-01,2024,11,Q4,Missouri,MO,315.5448170835857,National_Estimate_BLS_API,Estimated
2024-12-01,2024,12,Q4,Missouri,MO,315.47293949191675,National_Estimate_BLS_API,Estimated
2025-01-01,2025,1,Q1,Missouri,MO,316.94956213203,National_Estimate_BLS_API,Estimated
2025-02-01,2025,2,Q1,Missouri,MO,319.40003293342835,National_Estimate_BLS_API,Estimated
2025-03-01,2025,3,Q1,Missouri,MO,320.1905086437668,National_Estimate_BLS_API,Estimated
2025-04-01,2025,4,Q2,Missouri,MO,321.0562589829072,National_Estimate_BLS_API,Estimated
2025-05-01,2025,5,Q2,Missouri,MO,321.78354150201193,National_Estimate_BLS_API,Estimated
2025-06-01,2025,6,Q2,Missouri,MO,322.51571736507367,National_Estimate_BLS_API,Estimated
2025-07-01,2025,7,Q3,Missouri,MO,323.00903305556466,National_Estimate_BLS_API,Estimated
2023-01-01,2023,1,Q1,Montana,MT,298.32621969790165,National_Estimate_BLS_API,Estimated
2023-02-01,2023,2,Q1,Montana,MT,301.15213441270174,National_Estimate_BLS_API,Estimated
2023-03-01,2023,3,Q1,Montana,MT,302.5388689318759,National_Estimate_BLS_API,Estimated
2023-04-01,2023,4,Q2,Montana,MT,302.5514432962393,National_Estimate_BLS_API,Estimated
2023-05-01,2023,5,Q2,Montana,MT,303.2517673291661,National_Estimate_BLS_API,Estimated
2023-06-01,2023,6,Q2,Montana,MT,304.79511270881835,National_Estimate_BLS_API,Estimated
2023-07-01,2023,7,Q3,Montana,MT,306.29033008302497,National_Estimate_BLS_API,Estimated
2023-08-01,2023,8,Q3,Montana,MT,306.91274163293593,National_Estimate_BLS_API,Estimated
2023-09-01,2023,9,Q3,Montana,MT,307.67097897630896,National_Estimate_BLS_API,Estimated
2023-10-01,2023,10,Q4,Montana,MT,309.1334378112715,National_Estimate_BLS_API,Estimated
2023-11-01,2023,11,Q4,Montana,MT,306.7630836817068,National_Estimate_BLS_API,Estimated
2023-12-01,2023,12,Q4,Montana,MT,306.7493364369511,National_Estimate_BLS_API,Estimated
2024-01-01,2024,1,Q1,Montana,MT,309.1400864887462,National_Estimate_BLS_API,Estimated
2024-02-01,2024,2,Q1,Montana,MT,309.66345641033104,National_Estimate_BLS_API,Estimated
2024-03-01,2024,3,Q1,Montana,MT,312.5904219529727,National_Estimate_BLS_API,Estimated
2024-04-01,2024,4,Q2,Montana,MT,313.6177303099081,National_Estimate_BLS_API,Estimated
2024-05-01,2024,5,Q2,Montana,MT,313.8467979712591,National_Estimate_BLS_API,Estimated
2024-06-01,2024,6,Q2,Montana,MT,314.55613106926256,National_Estimate_BLS_API,Estimated
2024-07-01,2024,7,Q3,Montana,MT,315.1538579949348,National_Estimate_BLS_API,Estimated
2024-08-01,2024,8,Q3,Montana,MT,315.76631468974824,National_Estimate_BLS_API,Estimated
2024-09-01,2024,9,Q3,Montana,MT,314.90323509433296,National_Estimate_BLS_API,Estimated
2024-10-01,2024,10,Q4,Montana,MT,315.62341796316707,National_Estimate_BLS_API,Estimated
2024-11-01,2024,11,Q4,Montana,MT,316.0562374017552,National_Estimate_BLS_API,Estimated
2024-12-01,2024,12,Q4,Montana,MT,315.49205852511807,National_Estimate_BLS_API,Estimated
2025-01-01,2025,1,Q1,Montana,MT,317.4628724375711,National_Estimate_BLS_API,Estimated
2025-02-01,2025,2,Q1,Montana,MT,319.1532297628048,National_Estimate_BLS_API,Estimated
2025-03-01,2025,3,Q1,Montana,MT,318.93060498205017,National_Estimate_BLS_API,Estimated
