state_name,state_abbr,year,effective_date,minimum_wage,source,raw_wage_text,table_number
Montana,MT,2001,2001-01-01,4.0,DOL_Historical_Table_3,4.00 - 5.15(g),3
Montana,MT,2002,2002-01-01,4.0,DOL_Historical_Table_3,4.00 - 5.15(g),3
Montana,MT,2003,2003-01-01,4.0,DOL_Historical_Table_3,4.00 - 5.15(g),3
Montana,MT,2004,2004-01-01,4.0,DOL_Historical_Table_3,4.00 - 5.15(g),3
Montana,MT,2005,2005-01-01,4.0,DOL_Historical_Table_3,4.00 - 5.15(g),3
Montana,MT,2006,2006-01-01,4.0,DOL_Historical_Table_3,4.00 - 5.15,3
Nebraska,NE,2000,2000-01-01,5.15,DOL_Historical_Table_3,5.15[c],3
Nebraska,NE,2001,2001-01-01,5.15,DOL_Historical_Table_3,5.15[c],3
Nebraska,NE,2002,2002-01-01,5.15,DOL_Historical_Table_3,5.15[c],3
Nebraska,NE,2003,2003-01-01,5.15,DOL_Historical_Table_3,5.15[c],3
Nebraska,NE,2004,2004-01-01,5.15,DOL_Historical_Table_3,5.15[c],3
Nebraska,NE,2005,2005-01-01,5.15,DOL_Historical_Table_3,5.15[c],3
Nebraska,NE,2006,2006-01-01,5.15,DOL_Historical_Table_3,5.15[c],3
Nevada,NV,2000,2000-01-01,5.15,DOL_Historical_Table_3,5.15,3
Nevada,NV,2001,2001-01-01,5.15,DOL_Historical_Table_3,5.15,3
Nevada,NV,2002,2002-01-01,5.15,DOL_Historical_Table_3,5.15,3
Nevada,NV,2003,2003-01-01,5.15,DOL_Historical_Table_3,5.15,3
Nevada,NV,2004,2004-01-01,5.15,DOL_Historical_Table_3,5.15,3
Nevada,NV,2005,2005-01-01,5.15,DOL_Historical_Table_3,5.15,3
Nevada,NV,2006,2006-01-01,5.15,DOL_Historical_Table_3,5.15,3
New Hampshire,NH,2000,2000-01-01,5.15,DOL_Historical_Table_3,5.15,3
New Hampshire,NH,2001,2001-01-01,5.15,DOL_Historical_Table_3,5.15,3
New Hampshire,NH,2002,2002-01-01,5.15,DOL_Historical_Table_3,5.15,3
New Hampshire,NH,2003,2003-01-01,5.15,DOL_Historical_Table_3,5.15,3
New Hampshire,NH,2004,2004-01-01,5.15,DOL_Historical_Table_3,5.15,3
New Hampshire,NH,2005,2005-01-01,5.15,DOL_Historical_Table_3,5.15,3
New Hampshire,NH,2006,2006-01-01,5.15,DOL_Historical_Table_3,5.15,3
New Jersey,NJ,2000,2000-01-01,5.15,DOL_Historical_Table_3,5.15,3
New Jersey,NJ,2001,2001-01-01,5.15,DOL_Historical_Table_3,5.15,3
New Jersey,NJ,2002,2002-01-01,5.15,DOL_Historical_Table_3,5.15,3
New Jersey,NJ,2003,2003-01-01,5.15,DOL_Historical_Table_3,5.15,3
New Jersey,NJ,2004,2004-01-01,5.15,DOL_Historical_Table_3,5.15,3
New Jersey,NJ,2005,2005-01-01,5.15,DOL_Historical_Table_3,5.15,3
New Jersey,NJ,2006,2006-01-01,6.15,DOL_Historical_Table_3,6.15,3
New Mexico,NM,2000,2000-01-01,4.25,DOL_Historical_Table_3,4.25,3
New Mexico,NM,2001,2001-01-01,4.25,DOL_Historical_Table_3,4.25,3
New Mexico,NM,2002,2002-01-01,4.25,DOL_Historical_Table_3,4.25,3
New Mexico,NM,2003,2003-01-01,4.25,DOL_Historical_Table_3,4.25,3
New Mexico,NM,2004,2004-01-01,5.15,DOL_Historical_Table_3,5.15,3
New Mexico,NM,2005,2005-01-01,5.15,DOL_Historical_Table_3,5.15,3
New Mexico,NM,2006,2006-01-01,5.15,DOL_Historical_Table_3,5.15,3
New York,NY,2000,2000-01-01,4.25,DOL_Historical_Table_3,4.25,3
New York,NY,2001,2001-01-01,5.15,DOL_Historical_Table_3,5.15,3
New York,NY,2002,2002-01-01,5.15,DOL_Historical_Table_3,5.15,3
New York,NY,2003,2003-01-01,5.15,DOL_Historical_Table_3,5.15,3
New York,NY,2004,2004-01-01,5.15,DOL_Historical_Table_3,5.15,3
New York,NY,2005,2005-01-01,6.0,DOL_Historical_Table_3,6.00,3
New York,NY,2006,2006-01-01,6.75,DOL_Historical_Table_3,6.75,3
North Carolina,NC,2000,2000-01-01,5.15,DOL_Historical_Table_3,5.15,3
North Carolina,NC,2001,2001-01-01,5.15,DOL_Historical_Table_3,5.15,3
North Carolina,NC,2002,2002-01-01,5.15,DOL_Historical_Table_3,5.15,3
North Carolina,NC,2003,2003-01-01,5.15,DOL_Historical_Table_3,5.15,3
North Carolina,NC,2004,2004-01-01,5.15,DOL_Historical_Table_3,5.15,3
North Carolina,NC,2005,2005-01-01,5.15,DOL_Historical_Table_3,5.15,3
North Carolina,NC,2006,2006-01-01,5.15,DOL_Historical_Table_3,5.15,3
North Dakota,ND,2000,2000-01-01,5.15,DOL_Historical_Table_3,5.15,3
North Dakota,ND,2001,2001-01-01,5.15,DOL_Historical_Table_3,5.15,3
North Dakota,ND,2002,2002-01-01,5.15,DOL_Historical_Table_3,5.15,3
North Dakota,ND,2003,2003-01-01,5.15,DOL_Historical_Table_3,5.15,3
North Dakota,ND,2004,2004-01-01,5.15,DOL_Historical_Table_3,5.15,3
North Dakota,ND,2005,2005-01-01,5.15,DOL_Historical_Table_3,5.15,3
North Dakota,ND,2006,2006-01-01,5.15,DOL_Historical_Table_3,5.15,3
Ohio,OH,2000,2000-01-01,2.8,DOL_Historical_Table_3,2.80 - 4.25(g),3
Ohio,OH,2001,2001-01-01,2.8,DOL_Historical_Table_3,2.80 - 4.25(g),3
Ohio,OH,2002,2002-01-01,2.8,DOL_Historical_Table_3,2.80 - 4.25(g),3
Ohio,OH,2003,2003-01-01,2.8,DOL_Historical_Table_3,2.80 - 4.25(g),3
Ohio,OH,2004,2004-01-01,2.8,DOL_Historical_Table_3,2.80 - 4.25(g),3
Ohio,OH,2005,2005-01-01,2.8,DOL_Historical_Table_3,2.80 - 4.25(g),3
Ohio,OH,2006,2006-01-01,2.8,DOL_Historical_Table_3,2.80 - 4.25(g),3
Oklahoma,OK,2000,2000-01-01,2.0,DOL_Historical_Table_3,2.00 - 5.15(g),3
Oklahoma,OK,2001,2001-01-01,2.0,DOL_Historical_Table_3,2.00 - 5.15(g),3
Oklahoma,OK,2002,2002-01-01,2.0,DOL_Historical_Table_3,2.00 - 5.15(g),3
Oklahoma,OK,2003,2003-01-01,2.0,DOL_Historical_Table_3,2.00 - 5.15(g),3
Oklahoma,OK,2004,2004-01-01,2.0,DOL_Historical_Table_3,2.00 - 5.15(g),3
Oklahoma,OK,2005,2005-01-01,2.0,DOL_Historical_Table_3,2.00 - 5.15(g),3
Oklahoma,OK,2006,2006-01-01,2.0,DOL_Historical_Table_3,2.00 - 5.15,3
Oregon,OR,2000,2000-01-01,6.5,DOL_Historical_Table_3,6.50,3
Oregon,OR,2001,2001-01-01,6.5,DOL_Historical_Table_3,6.50,3
Oregon,OR,2002,2002-01-01,6.5,DOL_Historical_Table_3,6.50,3
Oregon,OR,2003,2003-01-01,6.9,DOL_Historical_Table_3,6.90,3
Oregon,OR,2004,2004-01-01,7.05,DOL_Historical_Table_3,7.05,3
Oregon,OR,2005,2005-01-01,7.25,DOL_Historical_Table_3,7.25,3
Oregon,OR,2006,2006-01-01,7.5,DOL_Historical_Table_3,7.50,3
Pennsylvania,PA,2000,2000-01-01,5.15,DOL_Historical_Table_3,5.15,3
Pennsylvania,PA,2001,2001-01-01,5.15,DOL_Historical_Table_3,5.15,3
Pennsylvania,PA,2002,2002-01-01,5.15,DOL_Historical_Table_3,5.15,3
Pennsylvania,PA,2003,2003-01-01,5.15,DOL_Historical_Table_3,5.15,3
Pennsylvania,PA,2004,2004-01-01,5.15,DOL_Historical_Table_3,5.15,3
Pennsylvania,PA,2005,2005-01-01,5.15,DOL_Historical_Table_3,5.15,3
Pennsylvania,PA,2006,2006-01-01,5.15,DOL_Historical_Table_3,5.15,3
Rhode Island,RI,2000,2000-01-01,5.65,DOL_Historical_Table_3,5.65,3
Rhode Island,RI,2001,2001-01-01,6.15,DOL_Historical_Table_3,6.15,3
Rhode Island,RI,2002,2002-01-01,6.15,DOL_Historical_Table_3,6.15,3
Rhode Island,RI,2003,2003-01-01,6.15,DOL_Historical_Table_3,6.15,3
Rhode Island,RI,2004,2004-01-01,6.75,DOL_Historical_Table_3,6.75,3
Rhode Island,RI,2005,2005-01-01,6.75,DOL_Historical_Table_3,6.75,3
Rhode Island,RI,2006,2006-01-01,6.75,DOL_Historical_Table_3,6.75,3
South Dakota,SD,2000,2000-01-01,5.15,DOL_Historical_Table_3,5.15,3
South Dakota,SD,2001,2001-01-01,5.15,DOL_Historical_Table_3,5.15,3
South Dakota,SD,2002,2002-01-01,5.15,DOL_Historical_Table_3,5.15,3
South Dakota,SD,2003,2003-01-01,5.15,DOL_Historical_Table_3,5.15,3
South Dakota,SD,2004,2004-01-01,5.15,DOL_Historical_Table_3,5.15,3
South Dakota,SD,2005,2005-01-01,5.15,DOL_Historical_Table_3,5.15,3
South Dakota,SD,2006,2006-01-01,5.15,DOL_Historical_Table_3,5.15,3
Texas,TX,2000,2000-01-01,3.35,DOL_Historical_Table_3,3.35,3
Texas,TX,2001,2001-01-01,3.35,DOL_Historical_Table_3,3.35,3
Texas,TX,2002,2002-01-01,5.15,DOL_Historical_Table_3,5.15,3
Texas,TX,2003,2003-01-01,5.15,DOL_Historical_Table_3,5.15,3
Texas,TX,2004,2004-01-01,5.15,DOL_Historical_Table_3,5.15,3
Texas,TX,2005,2005-01-01,5.15,DOL_Historical_Table_3,5.15,3
Texas,TX,2006,2006-01-01,5.15,DOL_Historical_Table_3,5.15,3
Utah,UT,2000,2000-01-01,5.15,DOL_Historical_Table_3,5.15,3
Utah,UT,2001,2001-01-01,5.15,DOL_Historical_Table_3,5.15,3
Utah,UT,2002,2002-01-01,5.15,DOL_Historical_Table_3,5.15,3
Utah,UT,2003,2003-01-01,5.15,DOL_Historical_Table_3,5.15,3
Utah,UT,2004,2004-01-01,5.15,DOL_Historical_Table_3,5.15,3
Utah,UT,2005,2005-01-01,5.15,DOL_Historical_Table_3,5.15,3
Utah,UT,2006,2006-01-01,5.15,DOL_Historical_Table_3,5.15,3
Vermont,VT,2000,2000-01-01,5.75,DOL_Historical_Table_3,5.75(e),3
Vermont,VT,2001,2001-01-01,6.25,DOL_Historical_Table_3,6.25(e),3
Vermont,VT,2002,2002-01-01,6.25,DOL_Historical_Table_3,6.25(e),3
Vermont,VT,2003,2003-01-01,6.25,DOL_Historical_Table_3,6.25(e),3
Vermont,VT,2004,2004-01-01,6.75,DOL_Historical_Table_3,6.75(e),3
Vermont,VT,2005,2005-01-01,7.0,DOL_Historical_Table_3,7.00(e),3
Vermont,VT,2006,2006-01-01,7.25,DOL_Historical_Table_3,7.25,3
Virginia,VA,2000,2000-01-01,5.15,DOL_Historical_Table_3,5.15[c],3
Virginia,VA,2001,2001-01-01,5.15,DOL_Historical_Table_3,5.15[c],3
Virginia,VA,2002,2002-01-01,5.15,DOL_Historical_Table_3,5.15[c],3
Virginia,VA,2003,2003-01-01,5.15,DOL_Historical_Table_3,5.15[c],3
Virginia,VA,2004,2004-01-01,5.15,DOL_Historical_Table_3,5.15[c],3
Virginia,VA,2005,2005-01-01,5.15,DOL_Historical_Table_3,5.15[c],3
Virginia,VA,2006,2006-01-01,5.15,DOL_Historical_Table_3,5.15[c],3
Washington,WA,2000,2000-01-01,6.5,DOL_Historical_Table_3,6.50,3
Washington,WA,2001,2001-01-01,6.72,DOL_Historical_Table_3,6.72,3
Washington,WA,2002,2002-01-01,6.9,DOL_Historical_Table_3,6.90,3
Washington,WA,2003,2003-01-01,7.01,DOL_Historical_Table_3,7.01,3
Washington,WA,2004,2004-01-01,7.16,DOL_Historical_Table_3,7.16,3
Washington,WA,2005,2005-01-01,7.35,DOL_Historical_Table_3,7.35,3
Washington,WA,2006,2006-01-01,7.63,DOL_Historical_Table_3,7.63,3
West Virginia,WV,2000,2000-01-01,5.15,DOL_Historical_Table_3,5.15(d),3
West Virginia,WV,2001,2001-01-01,5.15,DOL_Historical_Table_3,5.15(d),3
West Virginia,WV,2002,2002-01-01,5.15,DOL_Historical_Table_3,5.15(d),3
West Virginia,WV,2003,2003-01-01,5.15,DOL_Historical_Table_3,5.15(d),3
West Virginia,WV,2004,2004-01-01,5.15,DOL_Historical_Table_3,5.15(d),3
West Virginia,WV,2005,2005-01-01,5.15,DOL_Historical_Table_3,5.15(d),3
West Virginia,WV,2006,2006-01-01,5.15,DOL_Historical_Table_3,5.15(d),3
Wisconsin,WI,2000,2000-01-01,5.15,DOL_Historical_Table_3,5.15,3
Wisconsin,WI,2001,2001-01-01,5.15,DOL_Historical_Table_3,5.15,3
Wisconsin,WI,2002,2002-01-01,5.15,DOL_Historical_Table_3,5.15,3
Wisconsin,WI,2003,2003-01-01,5.15,DOL_Historical_Table_3,5.15,3
Wisconsin,WI,2004,2004-01-01,5.15,DOL_Historical_Table_3,5.15,3
Wisconsin,WI,2005,2005-01-01,5.15,DOL_Historical_Table_3,5.15,3
Wisconsin,WI,2006,2006-01-01,5.7,DOL_Historical_Table_3,5.70,3
Wyoming,WY,2000,2000-01-01,1.6,DOL_Historical_Table_3,1.60,3
Wyoming,WY,2001,2001-01-01,1.6,DOL_Historical_Table_3,1.60,3
Wyoming,WY,2002,2002-01-01,5.15,DOL_Historical_Table_3,5.15,3
Wyoming,WY,2003,2003-01-01,5.15,DOL_Historical_Table_3,5.15,3
Wyoming,WY,2004,2004-01-01,5.15,DOL_Historical_Table_3,5.15,3
Wyoming,WY,2005,2005-01-01,5.15,DOL_Historical_Table_3,5.15,3
Wyoming,WY,2006,2006-01-01,5.15,DOL_Historical_Table_3,5.15,3
District of Columbia,DC,2000,2000-01-01,6.15,DOL_Historical_Table_3,6.15,3
District of Columbia,DC,2001,2001-01-01,6.15,DOL_Historical_Table_3,6.15,3
District of Columbia,DC,2002,2002-01-01,6.15,DOL_Historical_Table_3,6.15,3
District of Columbia,DC,2003,2003-01-01,6.15,DOL_Historical_Table_3,6.15,3
District of Columbia,DC,2004,2004-01-01,6.15,DOL_Historical_Table_3,6.15,3
District of Columbia,DC,2005,2005-01-01,6.6,DOL_Historical_Table_3,6.60,3
District of Columbia,DC,2006,2006-01-01,7.0,DOL_Historical_Table_3,7.00,3
Guam,,2000,2000-01-01,5.15,DOL_Historical_Table_3,5.15,3
Guam,,2001,2001-01-01,5.15,DOL_Historical_Table_3,5.15,3
Guam,,2002,2002-01-01,5.15,DOL_Historical_Table_3,5.15,3
Guam,,2003,2003-01-01,5.15,DOL_Historical_Table_3,5.15,3
Guam,,2004,2004-01-01,5.15,DOL_Historical_Table_3,5.15,3
Guam,,2005,2005-01-01,5.15,DOL_Historical_Table_3,5.15,3
Guam,,2006,2006-01-01,5.15,DOL_Historical_Table_3,5.15,3
Puerto Rico,,2000,2000-01-01,3.61,DOL_Historical_Table_3,3.61 - 5.15(i),3
Puerto Rico,,2001,2001-01-01,3.61,DOL_Historical_Table_3,3.61 - 5.15(i),3
Puerto Rico,,2002,2002-01-01,3.61,DOL_Historical_Table_3,3.61 - 5.15(i),3
Puerto Rico,,2003,2003-01-01,3.61,DOL_Historical_Table_3,3.61 - 5.15(i),3
Puerto Rico,,2004,2004-01-01,3.61,DOL_Historical_Table_3,3.61 - 5.15(i),3
Puerto Rico,,2005,2005-01-01,3.61,DOL_Historical_Table_3,3.61 - 5.15(i),3
Puerto Rico,,2006,2006-01-01,3.61,DOL_Historical_Table_3,3.61 - 5.15(i),3
U.S. Virgin Islands,,2000,2000-01-01,4.3,DOL_Historical_Table_3,"4.30 - 4.65(g,j)",3
U.S. Virgin Islands,,2001,2001-01-01,4.3,DOL_Historical_Table_3,"4.30 - 4.65(g,j)",3
U.S. Virgin Islands,,2002,2002-01-01,4.3,DOL_Historical_Table_3,"4.30 - 4.65(g,j)",3
U.S. Virgin Islands,,2003,2003-01-01,4.3,DOL_Historical_Table_3,"4.30 - 4.65(g,j)",3
U.S. Virgin Islands,,2004,2004-01-01,4.3,DOL_Historical_Table_3,"4.30 - 4.65(g,j)",3
U.S. Virgin Islands,,2005,2005-01-01,4.3,DOL_Historical_Table_3,"4.30 - 4.65(g,j)",3
U.S. Virgin Islands,,2006,2006-01-01,4.3,DOL_Historical_Table_3,4.30 - 4.65 (g),3
Federal,,2007,2007-01-01,5.15,DOL_Historical_Table_4,5.15,4
Federal,,2008,2008-01-01,5.85,DOL_Historical_Table_4,5.85,4
Federal,,2009,2009-01-01,6.55,DOL_Historical_Table_4,6.55,4
Federal,,2010,2010-01-01,7.25,DOL_Historical_Table_4,7.25,4
Federal,,2011,2011-01-01,7.25,DOL_Historical_Table_4,7.25,4
Federal,,2012,2012-01-01,7.25,DOL_Historical_Table_4,7.25,4
Federal,,2013,2013-01-01,7.25,DOL_Historical_Table_4,7.25,4
Alaska,AK,2007,2007-01-01,7.15,DOL_Historical_Table_4,7.15,4
Alaska,AK,2008,2008-01-01,7.15,DOL_Historical_Table_4,7.15,4
Alaska,AK,2009,2009-01-01,7.15,DOL_Historical_Table_4,7.15,4
Alaska,AK,2010,2010-01-01,7.75,DOL_Historical_Table_4,7.75,4
Alaska,AK,2011,2011-01-01,7.75,DOL_Historical_Table_4,7.75,4
Alaska,AK,2012,2012-01-01,7.75,DOL_Historical_Table_4,7.75,4
Alaska,AK,2013,2013-01-01,7.75,DOL_Historical_Table_4,7.75,4
Arizona,AZ,2007,2007-01-01,6.75,DOL_Historical_Table_4,6.75,4
Arizona,AZ,2008,2008-01-01,6.9,DOL_Historical_Table_4,6.90,4
Arizona,AZ,2009,2009-01-01,7.25,DOL_Historical_Table_4,7.25,4
Arizona,AZ,2010,2010-01-01,7.25,DOL_Historical_Table_4,7.25,4
Arizona,AZ,2011,2011-01-01,7.35,DOL_Historical_Table_4,7.35,4
Arizona,AZ,2012,2012-01-01,7.65,DOL_Historical_Table_4,7.65,4
Arizona,AZ,2013,2013-01-01,7.8,DOL_Historical_Table_4,7.80,4
Arkansas,AR,2007,2007-01-01,6.25,DOL_Historical_Table_4,6.25[c],4
Arkansas,AR,2008,2008-01-01,6.25,DOL_Historical_Table_4,6.25[c],4
Arkansas,AR,2009,2009-01-01,6.25,DOL_Historical_Table_4,6.25[c],4
Arkansas,AR,2010,2010-01-01,6.25,DOL_Historical_Table_4,6.25[c],4
Arkansas,AR,2011,2011-01-01,6.25,DOL_Historical_Table_4,6.25[c],4
Arkansas,AR,2012,2012-01-01,6.25,DOL_Historical_Table_4,6.25[c],4
Arkansas,AR,2013,2013-01-01,6.25,DOL_Historical_Table_4,6.25[c],4
California,CA,2007,2007-01-01,7.5,DOL_Historical_Table_4,7.50,4
California,CA,2008,2008-01-01,8.0,DOL_Historical_Table_4,8.00,4
California,CA,2009,2009-01-01,8.0,DOL_Historical_Table_4,8.00,4
California,CA,2010,2010-01-01,8.0,DOL_Historical_Table_4,8.00,4
California,CA,2011,2011-01-01,8.0,DOL_Historical_Table_4,8.00,4
California,CA,2012,2012-01-01,8.0,DOL_Historical_Table_4,8.00,4
California,CA,2013,2013-01-01,8.0,DOL_Historical_Table_4,8.00,4
Colorado,CO,2007,2007-01-01,6.85,DOL_Historical_Table_4,6.85,4
Colorado,CO,2008,2008-01-01,7.02,DOL_Historical_Table_4,7.02,4
Colorado,CO,2009,2009-01-01,7.28,DOL_Historical_Table_4,7.28,4
Colorado,CO,2010,2010-01-01,7.24,DOL_Historical_Table_4,7.24,4
Colorado,CO,2011,2011-01-01,7.36,DOL_Historical_Table_4,7.36,4
Colorado,CO,2012,2012-01-01,7.64,DOL_Historical_Table_4,7.64,4
Colorado,CO,2013,2013-01-01,7.78,DOL_Historical_Table_4,7.78,4
Connecticut,CT,2007,2007-01-01,7.65,DOL_Historical_Table_4,7.65,4
Connecticut,CT,2008,2008-01-01,7.65,DOL_Historical_Table_4,7.65,4
Connecticut,CT,2009,2009-01-01,8.0,DOL_Historical_Table_4,8.00,4
Connecticut,CT,2010,2010-01-01,8.25,DOL_Historical_Table_4,8.25,4
Connecticut,CT,2011,2011-01-01,8.25,DOL_Historical_Table_4,8.25,4
Connecticut,CT,2012,2012-01-01,8.25,DOL_Historical_Table_4,8.25,4
Connecticut,CT,2013,2013-01-01,8.25,DOL_Historical_Table_4,8.25,4
Delaware,DE,2007,2007-01-01,6.65,DOL_Historical_Table_4,6.65,4
Delaware,DE,2008,2008-01-01,7.15,DOL_Historical_Table_4,7.15,4
Delaware,DE,2009,2009-01-01,7.15,DOL_Historical_Table_4,7.15,4
Delaware,DE,2010,2010-01-01,7.25,DOL_Historical_Table_4,7.25,4
Delaware,DE,2011,2011-01-01,7.25,DOL_Historical_Table_4,7.25,4
Delaware,DE,2012,2012-01-01,7.25,DOL_Historical_Table_4,7.25,4
Delaware,DE,2013,2013-01-01,7.25,DOL_Historical_Table_4,7.25,4
Florida,FL,2007,2007-01-01,6.67,DOL_Historical_Table_4,6.67,4
Florida,FL,2008,2008-01-01,6.79,DOL_Historical_Table_4,6.79,4
Florida,FL,2009,2009-01-01,7.21,DOL_Historical_Table_4,7.21,4
Florida,FL,2010,2010-01-01,7.25,DOL_Historical_Table_4,7.25,4
Florida,FL,2011,2011-01-01,7.25,DOL_Historical_Table_4,7.25,4
Florida,FL,2012,2012-01-01,7.67,DOL_Historical_Table_4,7.67,4
Florida,FL,2013,2013-01-01,7.79,DOL_Historical_Table_4,7.79,4
Georgia,GA,2007,2007-01-01,5.15,DOL_Historical_Table_4,5.15(d),4
Georgia,GA,2008,2008-01-01,5.15,DOL_Historical_Table_4,5.15(d),4
Georgia,GA,2009,2009-01-01,5.15,DOL_Historical_Table_4,5.15(d),4
Georgia,GA,2010,2010-01-01,5.15,DOL_Historical_Table_4,5.15(d),4
Georgia,GA,2011,2011-01-01,5.15,DOL_Historical_Table_4,5.15(d),4
Georgia,GA,2012,2012-01-01,5.15,DOL_Historical_Table_4,5.15(d),4
Georgia,GA,2013,2013-01-01,5.15,DOL_Historical_Table_4,5.15(d),4
Hawaii,HI,2007,2007-01-01,7.25,DOL_Historical_Table_4,7.25,4
Hawaii,HI,2008,2008-01-01,7.25,DOL_Historical_Table_4,7.25,4
Hawaii,HI,2009,2009-01-01,7.25,DOL_Historical_Table_4,7.25,4
Hawaii,HI,2010,2010-01-01,7.25,DOL_Historical_Table_4,7.25,4
Hawaii,HI,2011,2011-01-01,7.25,DOL_Historical_Table_4,7.25,4
Hawaii,HI,2012,2012-01-01,7.25,DOL_Historical_Table_4,7.25,4
Hawaii,HI,2013,2013-01-01,7.25,DOL_Historical_Table_4,7.25,4
Idaho,ID,2007,2007-01-01,5.15,DOL_Historical_Table_4,5.15,4
Idaho,ID,2008,2008-01-01,5.85,DOL_Historical_Table_4,5.85,4
Idaho,ID,2009,2009-01-01,6.55,DOL_Historical_Table_4,6.55,4
Idaho,ID,2010,2010-01-01,7.25,DOL_Historical_Table_4,7.25,4
Idaho,ID,2011,2011-01-01,7.25,DOL_Historical_Table_4,7.25,4
Idaho,ID,2012,2012-01-01,7.25,DOL_Historical_Table_4,7.25,4
Idaho,ID,2013,2013-01-01,7.25,DOL_Historical_Table_4,7.25,4
Illinois,IL,2007,2007-01-01,7.5,DOL_Historical_Table_4,7.50[c],4
Illinois,IL,2008,2008-01-01,7.75,DOL_Historical_Table_4,7.75[c],4
Illinois,IL,2009,2009-01-01,8.0,DOL_Historical_Table_4,8.00[c],4
Illinois,IL,2010,2010-01-01,8.25,DOL_Historical_Table_4,8.25[c],4
Illinois,IL,2011,2011-01-01,8.25,DOL_Historical_Table_4,8.25[c],4
Illinois,IL,2012,2012-01-01,8.25,DOL_Historical_Table_4,8.25[c],4
Illinois,IL,2013,2013-01-01,8.25,DOL_Historical_Table_4,8.25[c],4
Indiana,IN,2007,2007-01-01,5.15,DOL_Historical_Table_4,5.15(e),4
Indiana,IN,2008,2008-01-01,5.85,DOL_Historical_Table_4,5.85(e),4
Indiana,IN,2009,2009-01-01,6.55,DOL_Historical_Table_4,6.55(e),4
Indiana,IN,2010,2010-01-01,7.25,DOL_Historical_Table_4,7.25(e),4
Indiana,IN,2011,2011-01-01,7.25,DOL_Historical_Table_4,7.25(e),4
Indiana,IN,2012,2012-01-01,7.25,DOL_Historical_Table_4,7.25(e),4
Indiana,IN,2013,2013-01-01,7.25,DOL_Historical_Table_4,7.25(e),4
Iowa,IA,2007,2007-01-01,5.15,DOL_Historical_Table_4,5.15,4
Iowa,IA,2008,2008-01-01,7.25,DOL_Historical_Table_4,7.25,4
Iowa,IA,2009,2009-01-01,7.25,DOL_Historical_Table_4,7.25,4
Iowa,IA,2010,2010-01-01,7.25,DOL_Historical_Table_4,7.25,4
Iowa,IA,2011,2011-01-01,7.25,DOL_Historical_Table_4,7.25,4
Iowa,IA,2012,2012-01-01,7.25,DOL_Historical_Table_4,7.25,4
Iowa,IA,2013,2013-01-01,7.25,DOL_Historical_Table_4,7.25,4
Kansas,KS,2007,2007-01-01,2.65,DOL_Historical_Table_4,2.65,4
Kansas,KS,2008,2008-01-01,2.65,DOL_Historical_Table_4,2.65,4
Kansas,KS,2009,2009-01-01,2.65,DOL_Historical_Table_4,2.65,4
Kansas,KS,2010,2010-01-01,7.25,DOL_Historical_Table_4,7.25,4
Kansas,KS,2011,2011-01-01,7.25,DOL_Historical_Table_4,7.25,4
Kansas,KS,2012,2012-01-01,7.25,DOL_Historical_Table_4,7.25,4
Kansas,KS,2013,2013-01-01,7.25,DOL_Historical_Table_4,7.25,4
Kentucky,KY,2007,2007-01-01,5.15,DOL_Historical_Table_4,5.15,4
Kentucky,KY,2008,2008-01-01,5.85,DOL_Historical_Table_4,5.85,4
Kentucky,KY,2009,2009-01-01,6.55,DOL_Historical_Table_4,6.55,4
Kentucky,KY,2010,2010-01-01,7.25,DOL_Historical_Table_4,7.25,4
Kentucky,KY,2011,2011-01-01,7.25,DOL_Historical_Table_4,7.25,4
Kentucky,KY,2012,2012-01-01,7.25,DOL_Historical_Table_4,7.25,4
Kentucky,KY,2013,2013-01-01,7.25,DOL_Historical_Table_4,7.25,4
Maine,ME,2007,2007-01-01,6.75,DOL_Historical_Table_4,6.75,4
Maine,ME,2008,2008-01-01,7.0,DOL_Historical_Table_4,7.00,4
Maine,ME,2009,2009-01-01,7.25,DOL_Historical_Table_4,7.25,4
Maine,ME,2010,2010-01-01,7.5,DOL_Historical_Table_4,7.50,4
Maine,ME,2011,2011-01-01,7.5,DOL_Historical_Table_4,7.50,4
Maine,ME,2012,2012-01-01,7.5,DOL_Historical_Table_4,7.50,4
Maine,ME,2013,2013-01-01,7.5,DOL_Historical_Table_4,7.50,4
Maryland,MD,2007,2007-01-01,6.15,DOL_Historical_Table_4,6.15,4
Maryland,MD,2008,2008-01-01,6.15,DOL_Historical_Table_4,6.15,4
Maryland,MD,2009,2009-01-01,6.55,DOL_Historical_Table_4,6.55,4
Maryland,MD,2010,2010-01-01,7.25,DOL_Historical_Table_4,7.25,4
Maryland,MD,2011,2011-01-01,7.25,DOL_Historical_Table_4,7.25,4
Maryland,MD,2012,2012-01-01,7.25,DOL_Historical_Table_4,7.25,4
Maryland,MD,2013,2013-01-01,7.25,DOL_Historical_Table_4,7.25,4
Massachusetts,MA,2007,2007-01-01,7.5,DOL_Historical_Table_4,7.50,4
Massachusetts,MA,2008,2008-01-01,8.0,DOL_Historical_Table_4,8.00,4
Massachusetts,MA,2009,2009-01-01,8.0,DOL_Historical_Table_4,8.00,4
Massachusetts,MA,2010,2010-01-01,8.0,DOL_Historical_Table_4,8.00,4
Massachusetts,MA,2011,2011-01-01,8.0,DOL_Historical_Table_4,8.00,4
Massachusetts,MA,2012,2012-01-01,8.0,DOL_Historical_Table_4,8.00,4
